record_id,factory_id,factory_name,industry_type,date,emission_source,category,quantity,unit,emission_factor,co2_emission_kg,cost_inr,waste_type,waste_quantity_kg,priority_level
ME138,F001,MedicoChem Pharmaceuticals,Pharmaceutical Manufacturing,2025-01-20,hazardous waste,Waste,1979.4,kg,3.1,6136.14,255208.04,Toxic Carbon Adsorption Beds,470.3,High
ME139,F001,MedicoChem Pharmaceuticals,Pharmaceutical Manufacturing,2026-05-01,hazardous waste,Waste,775.0,kg,3.1,2402.5,88301.34,Toxic Carbon Adsorption Beds,1580.3,High
ME140,F001,MedicoChem Pharmaceuticals,Pharmaceutical Manufacturing,2025-04-29,electricity,Energy,56202.7,kWh,0.82,46086.21,537516.98,None (Direct Grid Energy),0.0,Medium
ME141,F001,MedicoChem Pharmaceuticals,Pharmaceutical Manufacturing,2026-08-04,electricity,Energy,15090.4,kWh,0.82,12374.13,147169.01,Substation Insulating Oil Sludge,15.0,High
ME142,F001,MedicoChem Pharmaceuticals,Pharmaceutical Manufacturing,2025-09-16,hazardous waste,Waste,2395.6,kg,3.1,7426.36,211142.37,Toxic Carbon Adsorption Beds,1290.6,High
ME143,F001,MedicoChem Pharmaceuticals,Pharmaceutical Manufacturing,2026-08-04,diesel generator,Energy,723.6,litres,2.68,1939.25,73010.53,Spent Synthetic Lubricant Sludge,40.5,High
ME144,F001,MedicoChem Pharmaceuticals,Pharmaceutical Manufacturing,2025-06-29,electricity,Energy,33412.6,kWh,0.82,27398.33,342583.66,HVAC Cleanroom Filter Debris,42.4,Medium
ME145,F001,MedicoChem Pharmaceuticals,Pharmaceutical Manufacturing,2026-05-30,laboratory waste,Waste,416.2,kg,2.4,998.88,117822.03,Contaminated Biological Pipette Tips,250.1,High
ME146,F001,MedicoChem Pharmaceuticals,Pharmaceutical Manufacturing,2026-02-22,laboratory waste,Waste,144.5,kg,2.4,346.8,36567.93,Expired Analytical Standards Matrix,112.0,High
ME147,F001,MedicoChem Pharmaceuticals,Pharmaceutical Manufacturing,2025-01-06,chemical wastewater,Water,338.6,m3,1.25,423.25,49680.75,ETP Toxic Biological Sludge,1612.5,High
ME148,F001,MedicoChem Pharmaceuticals,Pharmaceutical Manufacturing,2026-01-30,laboratory waste,Waste,414.7,kg,2.4,995.28,101610.06,Contaminated Biological Pipette Tips,164.3,High
ME149,F001,MedicoChem Pharmaceuticals,Pharmaceutical Manufacturing,2026-02-25,chemical wastewater,Water,1133.7,m3,1.25,1417.12,150488.0,High-COD Chemical Flocculant Cake,964.7,High
ME150,F001,MedicoChem Pharmaceuticals,Pharmaceutical Manufacturing,2025-02-01,laboratory waste,Waste,249.0,kg,2.4,597.6,75053.31,Spent HPLC Solvent Vials & Amber Glass,121.8,Medium
ME151,F001,MedicoChem Pharmaceuticals,Pharmaceutical Manufacturing,2025-08-19,diesel generator,Energy,997.3,litres,2.68,2672.76,99023.4,Spent Engine Filter Media,27.5,High
ME152,F001,MedicoChem Pharmaceuticals,Pharmaceutical Manufacturing,2026-07-04,hazardous waste,Waste,1113.7,kg,3.1,3452.47,79738.62,Off-spec Pharmaceutical Intermediate Mass,595.4,High
ME153,F001,MedicoChem Pharmaceuticals,Pharmaceutical Manufacturing,2025-09-27,medicine packaging,Material,1617.6,kg,1.7,2749.92,248991.15,Discarded Secondary Folding Cartons,508.3,High
ME154,F001,MedicoChem Pharmaceuticals,Pharmaceutical Manufacturing,2025-07-20,hazardous waste,Waste,3702.9,kg,3.1,11478.99,349516.68,Contaminated API Reaction Filter Cakes,2154.0,High
ME155,F001,MedicoChem Pharmaceuticals,Pharmaceutical Manufacturing,2026-05-24,chemical wastewater,Water,622.7,m3,1.25,778.38,81943.15,Heavy Metal Neutralization Salt,332.5,High
ME156,F001,MedicoChem Pharmaceuticals,Pharmaceutical Manufacturing,2025-11-02,chemical solvents,Material,9536.1,litres,2.85,27177.89,2179455.48,Spent Acetone Distillation Bottoms,495.1,High
ME157,F001,MedicoChem Pharmaceuticals,Pharmaceutical Manufacturing,2025-10-20,medicine packaging,Material,1706.6,kg,1.7,2901.22,282089.21,Discarded Secondary Folding Cartons,762.5,Medium
ME158,F001,MedicoChem Pharmaceuticals,Pharmaceutical Manufacturing,2025-08-14,transport fuel,Transport,2169.9,litres,2.68,5815.33,222017.2,Heavy Reefer Engine Oil Residue,43.8,High
ME159,F001,MedicoChem Pharmaceuticals,Pharmaceutical Manufacturing,2025-09-07,chemical solvents,Material,7344.7,litres,2.85,20932.4,1406594.51,Spent Acetone Distillation Bottoms,771.4,High
ME160,F001,MedicoChem Pharmaceuticals,Pharmaceutical Manufacturing,2025-04-20,refrigeration,Energy,29630.3,kWh,0.82,24296.85,294523.1,Cold Storage Defrost Condensate,221.7,High
ME161,F001,MedicoChem Pharmaceuticals,Pharmaceutical Manufacturing,2026-03-22,diesel generator,Energy,1002.9,litres,2.68,2687.77,97697.27,Spent Synthetic Lubricant Sludge,34.7,High
ME162,F001,MedicoChem Pharmaceuticals,Pharmaceutical Manufacturing,2025-08-11,refrigeration,Energy,15011.9,kWh,0.82,12309.76,133597.46,Ultra-low Chiller Brine Purge,157.5,High
ME163,F001,MedicoChem Pharmaceuticals,Pharmaceutical Manufacturing,2025-04-11,medicine packaging,Material,1203.3,kg,1.7,2045.61,190264.73,Discarded Secondary Folding Cartons,491.8,Medium
ME164,F001,MedicoChem Pharmaceuticals,Pharmaceutical Manufacturing,2025-12-16,medicine packaging,Material,1751.5,kg,1.7,2977.55,236187.06,Rejected PVC-PVDC Blister Scrap,141.9,Medium
ME165,F001,MedicoChem Pharmaceuticals,Pharmaceutical Manufacturing,2026-07-22,electricity,Energy,42655.7,kWh,0.82,34977.67,420831.8,Substation Insulating Oil Sludge,7.1,High
ME166,F001,MedicoChem Pharmaceuticals,Pharmaceutical Manufacturing,2026-03-31,laboratory waste,Waste,274.3,kg,2.4,658.32,73263.01,Spent HPLC Solvent Vials & Amber Glass,246.7,High
ME167,F001,MedicoChem Pharmaceuticals,Pharmaceutical Manufacturing,2025-05-15,laboratory waste,Waste,621.8,kg,2.4,1492.32,284857.42,Expired Analytical Standards Matrix,156.3,Medium
ME168,F001,MedicoChem Pharmaceuticals,Pharmaceutical Manufacturing,2026-04-05,natural-gas boiler,Energy,4494.2,m3,2.05,9213.11,236694.83,Boiler Blowdown Sludge,315.3,High
ME169,F001,MedicoChem Pharmaceuticals,Pharmaceutical Manufacturing,2025-03-12,laboratory waste,Waste,280.4,kg,2.4,672.96,68872.18,Spent HPLC Solvent Vials & Amber Glass,277.9,Medium
ME170,F001,MedicoChem Pharmaceuticals,Pharmaceutical Manufacturing,2025-01-12,chemical wastewater,Water,1654.5,m3,1.25,2068.12,230865.73,High-COD Chemical Flocculant Cake,617.0,High
ME171,F001,MedicoChem Pharmaceuticals,Pharmaceutical Manufacturing,2025-04-15,electricity,Energy,51150.5,kWh,0.82,41943.41,568332.17,None (Direct Grid Energy),0.0,High
ME172,F001,MedicoChem Pharmaceuticals,Pharmaceutical Manufacturing,2026-08-15,diesel generator,Energy,1421.7,litres,2.68,3810.16,141845.54,Spent Synthetic Lubricant Sludge,54.1,High
ME173,F001,MedicoChem Pharmaceuticals,Pharmaceutical Manufacturing,2025-08-28,transport fuel,Transport,1371.9,litres,2.68,3676.69,134815.57,Fleet Brake Wear Particulate,21.3,Medium
ME174,F001,MedicoChem Pharmaceuticals,Pharmaceutical Manufacturing,2025-09-15,transport fuel,Transport,2228.4,litres,2.68,5972.11,221225.95,Heavy Reefer Engine Oil Residue,11.5,High
ME175,F001,MedicoChem Pharmaceuticals,Pharmaceutical Manufacturing,2026-08-28,refrigeration,Energy,25023.4,kWh,0.82,20519.19,253309.58,Compressor Refrigerant Oil Blowdown,7.7,Medium
ME176,F001,MedicoChem Pharmaceuticals,Pharmaceutical Manufacturing,2025-04-23,laboratory waste,Waste,172.9,kg,2.4,414.96,74665.13,Contaminated Biological Pipette Tips,306.7,Medium
ME177,F001,MedicoChem Pharmaceuticals,Pharmaceutical Manufacturing,2025-11-22,transport fuel,Transport,1314.4,litres,2.68,3522.59,135614.44,Fleet Brake Wear Particulate,15.9,High
ME178,F001,MedicoChem Pharmaceuticals,Pharmaceutical Manufacturing,2026-01-21,natural-gas boiler,Energy,19864.2,m3,2.05,40721.61,1019790.7,Flue Gas Acidic Condensate,302.7,Medium
ME179,F001,MedicoChem Pharmaceuticals,Pharmaceutical Manufacturing,2026-08-22,natural-gas boiler,Energy,27416.5,m3,2.05,56203.82,1699703.09,Flue Gas Acidic Condensate,357.2,High
ME180,F001,MedicoChem Pharmaceuticals,Pharmaceutical Manufacturing,2025-09-15,hazardous waste,Waste,2606.8,kg,3.1,8081.08,230146.6,Off-spec Pharmaceutical Intermediate Mass,1188.6,High
ME181,F001,MedicoChem Pharmaceuticals,Pharmaceutical Manufacturing,2025-10-29,laboratory waste,Waste,85.7,kg,2.4,205.68,28064.39,Spent HPLC Solvent Vials & Amber Glass,377.6,Medium
ME182,F001,MedicoChem Pharmaceuticals,Pharmaceutical Manufacturing,2025-09-25,refrigeration,Energy,44098.6,kWh,0.82,36160.85,500003.99,Ultra-low Chiller Brine Purge,128.9,High
ME183,F001,MedicoChem Pharmaceuticals,Pharmaceutical Manufacturing,2025-08-12,medicine packaging,Material,2070.2,kg,1.7,3519.34,370940.8,Discarded Secondary Folding Cartons,300.4,Medium
ME184,F001,MedicoChem Pharmaceuticals,Pharmaceutical Manufacturing,2026-07-07,chemical solvents,Material,3395.9,litres,2.85,9678.32,547369.46,Spent Acetone Distillation Bottoms,388.0,High
ME185,F001,MedicoChem Pharmaceuticals,Pharmaceutical Manufacturing,2025-10-24,laboratory waste,Waste,138.8,kg,2.4,333.12,52640.87,Expired Analytical Standards Matrix,129.4,High
ME186,F001,MedicoChem Pharmaceuticals,Pharmaceutical Manufacturing,2025-04-18,electricity,Energy,21485.6,kWh,0.82,17618.19,212290.98,HVAC Cleanroom Filter Debris,70.6,High
ME187,F001,MedicoChem Pharmaceuticals,Pharmaceutical Manufacturing,2026-03-28,natural-gas boiler,Energy,27972.8,m3,2.05,57344.24,1737416.29,Acidic Economizer Descaling Scale,133.2,High
ME188,F001,MedicoChem Pharmaceuticals,Pharmaceutical Manufacturing,2026-07-25,refrigeration,Energy,35223.1,kWh,0.82,28882.94,395223.04,Compressor Refrigerant Oil Blowdown,11.4,High
ME189,F001,MedicoChem Pharmaceuticals,Pharmaceutical Manufacturing,2026-07-04,laboratory waste,Waste,188.4,kg,2.4,452.16,43949.31,Contaminated Biological Pipette Tips,81.9,Medium
ME190,F001,MedicoChem Pharmaceuticals,Pharmaceutical Manufacturing,2026-02-27,electricity,Energy,51395.0,kWh,0.82,42143.9,558271.57,HVAC Cleanroom Filter Debris,51.3,Medium
ME191,F001,MedicoChem Pharmaceuticals,Pharmaceutical Manufacturing,2025-05-12,laboratory waste,Waste,331.4,kg,2.4,795.36,127705.1,Spent HPLC Solvent Vials & Amber Glass,216.6,High
ME192,F001,MedicoChem Pharmaceuticals,Pharmaceutical Manufacturing,2025-07-30,medicine packaging,Material,1539.3,kg,1.7,2616.81,287954.44,Damaged Aluminium Pouch Foil Offcuts,243.8,Medium
ME193,F001,MedicoChem Pharmaceuticals,Pharmaceutical Manufacturing,2025-07-17,hazardous waste,Waste,1089.1,kg,3.1,3376.21,127519.09,Off-spec Pharmaceutical Intermediate Mass,371.4,High
ME194,F001,MedicoChem Pharmaceuticals,Pharmaceutical Manufacturing,2026-01-11,laboratory waste,Waste,300.1,kg,2.4,720.24,94065.27,Spent HPLC Solvent Vials & Amber Glass,507.3,High
ME195,F001,MedicoChem Pharmaceuticals,Pharmaceutical Manufacturing,2025-04-06,transport fuel,Transport,2711.1,litres,2.68,7265.75,262338.23,Temperature-controlled Van Exhaust Soot,12.2,Medium
ME196,F001,MedicoChem Pharmaceuticals,Pharmaceutical Manufacturing,2026-04-21,chemical wastewater,Water,1324.2,m3,1.25,1655.25,138317.83,Heavy Metal Neutralization Salt,269.3,High
ME197,F001,MedicoChem Pharmaceuticals,Pharmaceutical Manufacturing,2026-07-20,refrigeration,Energy,20865.7,kWh,0.82,17109.87,235964.32,Ultra-low Chiller Brine Purge,48.1,High
ME198,F001,MedicoChem Pharmaceuticals,Pharmaceutical Manufacturing,2025-07-15,chemical wastewater,Water,1597.9,m3,1.25,1997.38,204817.8,Heavy Metal Neutralization Salt,969.0,High
ME199,F001,MedicoChem Pharmaceuticals,Pharmaceutical Manufacturing,2026-09-02,diesel generator,Energy,2528.2,litres,2.68,6775.58,256466.98,Spent Synthetic Lubricant Sludge,15.1,High
ME200,F001,MedicoChem Pharmaceuticals,Pharmaceutical Manufacturing,2025-12-20,electricity,Energy,52392.6,kWh,0.82,42961.93,494955.74,Substation Insulating Oil Sludge,6.0,Medium
