record_id,factory_id,factory_name,industry_type,date,emission_source,category,quantity,unit,emission_factor,co2_emission_kg,cost_inr,waste_type,waste_quantity_kg,priority_level
GE162,F002,GreenPack Plastics,Plastic Packaging,2026-07-11,packaging waste,Waste,1287.6,kg,1.62,2085.91,31506.76,Discarded Adhesive Tape Liners,160.6,Medium
GE163,F002,GreenPack Plastics,Plastic Packaging,2025-10-04,packaging waste,Waste,1035.1,kg,1.62,1676.86,20483.72,Discarded Adhesive Tape Liners,57.9,Medium
GE164,F002,GreenPack Plastics,Plastic Packaging,2026-04-20,diesel generator,Energy,930.9,litres,2.68,2494.81,90232.23,Spent Crankcase Oil Sludge,23.1,Medium
GE165,F002,GreenPack Plastics,Plastic Packaging,2026-03-17,diesel generator,Energy,430.9,litres,2.68,1154.81,41738.61,Spent Crankcase Oil Sludge,6.8,Medium
GE166,F002,GreenPack Plastics,Plastic Packaging,2025-10-23,electricity,Energy,9621.2,kWh,0.82,7889.38,99275.71,None (Direct Grid Energy),0.0,Medium
GE167,F002,GreenPack Plastics,Plastic Packaging,2025-01-21,virgin plastic,Material,3562.0,kg,2.55,9083.1,472708.15,Molding Runner Scrap Offcuts,156.9,Medium
GE168,F002,GreenPack Plastics,Plastic Packaging,2025-10-22,virgin plastic,Material,2078.7,kg,2.55,5300.68,241803.05,Polymer Trimming Shards,204.0,Medium
GE169,F002,GreenPack Plastics,Plastic Packaging,2026-08-16,virgin plastic,Material,5634.6,kg,2.55,14368.23,791508.02,Molding Runner Scrap Offcuts,40.1,High
GE170,F002,GreenPack Plastics,Plastic Packaging,2025-01-14,transport fuel,Transport,1800.5,litres,2.68,4825.34,168456.19,Commercial Van Lubricant Sludge,24.3,Medium
GE171,F002,GreenPack Plastics,Plastic Packaging,2025-12-09,recycled plastic,Material,3694.8,kg,0.75,2771.1,247042.36,Non-homogenized Regrind Fines,62.1,Low
GE172,F002,GreenPack Plastics,Plastic Packaging,2026-01-01,virgin plastic,Material,6327.1,kg,2.55,16134.1,793644.22,Polymer Trimming Shards,87.7,Medium
GE173,F002,GreenPack Plastics,Plastic Packaging,2025-09-23,electricity,Energy,12937.5,kWh,0.82,10608.75,132635.33,None (Direct Grid Energy),0.0,Medium
GE174,F002,GreenPack Plastics,Plastic Packaging,2026-07-03,recycled plastic,Material,3232.9,kg,0.75,2424.68,289238.44,Extruder Screen Pack Char,22.8,Low
GE175,F002,GreenPack Plastics,Plastic Packaging,2026-07-12,diesel generator,Energy,705.3,litres,2.68,1890.2,69083.34,Spent Crankcase Oil Sludge,10.7,Medium
GE176,F002,GreenPack Plastics,Plastic Packaging,2026-08-19,electricity,Energy,11159.2,kWh,0.82,9150.54,121239.48,Defective Capacitor Scrap,4.2,High
GE177,F002,GreenPack Plastics,Plastic Packaging,2026-03-22,packaging waste,Waste,1376.6,kg,1.62,2230.09,29642.22,Damaged Corrugated Separators,498.0,Medium
GE178,F002,GreenPack Plastics,Plastic Packaging,2026-01-15,packaging waste,Waste,560.5,kg,1.62,908.01,15046.14,Damaged Corrugated Separators,279.7,Medium
GE179,F002,GreenPack Plastics,Plastic Packaging,2026-01-24,packaging waste,Waste,812.2,kg,1.62,1315.76,18382.38,Damaged Corrugated Separators,649.6,Medium
GE180,F002,GreenPack Plastics,Plastic Packaging,2025-12-22,plastic scrap,Waste,1670.9,kg,1.85,3091.17,40620.81,Punched Edge Strips,890.1,Medium
GE181,F002,GreenPack Plastics,Plastic Packaging,2026-04-28,recycled plastic,Material,2861.2,kg,0.75,2145.9,226850.61,Extruder Screen Pack Char,23.2,Low
GE182,F002,GreenPack Plastics,Plastic Packaging,2025-08-18,electricity,Energy,10077.5,kWh,0.82,8263.55,99518.09,Defective Capacitor Scrap,4.2,Medium
GE183,F002,GreenPack Plastics,Plastic Packaging,2026-07-08,electricity,Energy,5265.5,kWh,0.82,4317.71,55130.77,Defective Capacitor Scrap,4.5,High
GE184,F002,GreenPack Plastics,Plastic Packaging,2025-08-13,diesel generator,Energy,481.2,litres,2.68,1289.62,45784.66,Spent Crankcase Oil Sludge,19.9,High
GE185,F002,GreenPack Plastics,Plastic Packaging,2025-12-25,transport fuel,Transport,646.9,litres,2.68,1733.69,63841.93,Commercial Van Lubricant Sludge,21.7,Medium
GE186,F002,GreenPack Plastics,Plastic Packaging,2025-02-17,diesel generator,Energy,443.8,litres,2.68,1189.38,41159.33,Fuel Filter Cartridge Waste,10.1,Medium
GE187,F002,GreenPack Plastics,Plastic Packaging,2026-04-01,electricity,Energy,14428.6,kWh,0.82,11831.45,126418.06,None (Direct Grid Energy),0.0,Medium
GE188,F002,GreenPack Plastics,Plastic Packaging,2026-04-14,transport fuel,Transport,880.3,litres,2.68,2359.2,84725.38,Tire Wear Particle Dust,15.1,Medium
GE189,F002,GreenPack Plastics,Plastic Packaging,2026-04-17,electricity,Energy,5440.1,kWh,0.82,4460.88,57583.59,None (Direct Grid Energy),0.0,Medium
GE190,F002,GreenPack Plastics,Plastic Packaging,2025-03-10,electricity,Energy,4279.6,kWh,0.82,3509.27,41281.03,Defective Capacitor Scrap,4.5,High
GE191,F002,GreenPack Plastics,Plastic Packaging,2025-07-16,electricity,Energy,15619.1,kWh,0.82,12807.66,165539.64,Transformer Coolant Purge,3.4,Medium
GE192,F002,GreenPack Plastics,Plastic Packaging,2026-04-02,diesel generator,Energy,1099.6,litres,2.68,2946.93,103273.14,Spent Crankcase Oil Sludge,14.1,Medium
GE193,F002,GreenPack Plastics,Plastic Packaging,2025-02-21,plastic scrap,Waste,815.9,kg,1.85,1509.41,26761.6,Defective Thermoformed Blisters,1095.3,High
GE194,F002,GreenPack Plastics,Plastic Packaging,2026-07-26,recycled plastic,Material,3861.7,kg,0.75,2896.27,269770.87,Washed Flake Sediment Sludge,26.9,Low
GE195,F002,GreenPack Plastics,Plastic Packaging,2025-07-03,recycled plastic,Material,4961.1,kg,0.75,3720.83,336475.98,Non-homogenized Regrind Fines,56.0,Medium
GE196,F002,GreenPack Plastics,Plastic Packaging,2025-05-07,transport fuel,Transport,1230.5,litres,2.68,3297.74,116451.1,Air Intake Filter Media,3.4,High
GE197,F002,GreenPack Plastics,Plastic Packaging,2026-01-12,diesel generator,Energy,188.1,litres,2.68,504.11,18254.44,Diesel Exhaust Filter Soot,8.6,Medium
GE198,F002,GreenPack Plastics,Plastic Packaging,2025-07-23,water usage,Water,145.5,m3,0.38,55.29,5281.11,Quench Tank Wastewater,246.1,Low
GE199,F002,GreenPack Plastics,Plastic Packaging,2026-04-09,diesel generator,Energy,945.8,litres,2.68,2534.74,88796.27,Diesel Exhaust Filter Soot,13.5,Medium
GE200,F002,GreenPack Plastics,Plastic Packaging,2026-05-03,electricity,Energy,3683.5,kWh,0.82,3020.47,31214.19,Transformer Coolant Purge,1.0,Medium
